sampleType,timestamp,distance,power,accelX,accelY,accelZ,boatAccelX,boatAccelY,boatAccelZ,gyroX,gyroY,gyroZ,latitude,longitude,speed,gpsHeading,gpsAltitude,gpsAccuracy,spm,strokeCount,driveTime,recoveryTime,driveRatio,catchDuration,gravityX,gravityY,gravityZ,detectorMode,detectorAboveThreshold,detectorForcedStroke,detectorResumingFromGap,detectorRejectionReason,detectorPeakProminence,detectorTimeAboveThresholdMs,detectorTimeSinceLastStrokeMs,detectorSmoothedMagnitude,detectorGravityAlpha,detectorGravityShiftG,detectorConfidence
sensor,1768474790747,51.80820442472756,0,-0.12553216516971588,0.9001086354255676,0.3213176727294922,-0.12553216516971588,0.9001086354255676,0.3213176727294922,0,0,0,10.0000001,9.9999983,0.9680074187276684,22,987.3000000000001,1.5499999523162842,,0,0.583,0.583,0.5,0,-0.1647900855382411,0.8642173537297483,0.491640570667928,classic,0,0,0,none,0,0,0,0.9390758477923088,-0.1647900855382411,0.1793322461784496,0
sensor,1768474792728,55.26190478676277,0,-0.1299067586660385,0.8572804927825928,0.4920181930065155,-0.1299067586660385,0.8572804927825928,0.4920181930065155,0,0,0,10.0000284,10.0000113,1.023410102491873,24,987.2,1.5829999446868896,,0,0.175,0.9889999999999999,0.15034364261168384,0,-0.16540659078840228,0.8605823573166785,0.49348088121547107,classic,0,0,0,none,0,0,0,1.156939909733465,-0.16540659078840228,0.035862358846214755,0
sensor,1768474794745,59.89067117006899,0,-0.18243233859539032,0.8539154529571533,0.6337485313415527,-0.18243233859539032,0.8539154529571533,0.6337485313415527,0,0,0,10.0000668,10.0000277,1.1042452952996256,21,986.6,1.6330000162124634,,0,0,0.9319999999999999,0,0.214,-0.04751552892395346,0.9791672332585528,0.37970625887656784,classic,0,0,0,none,0,0,0,3.0507125611997243,-0.04751552892395346,0.31530896296725225,0
sensor,1768474796721,64.98749959194177,0,0.10014123469591141,1.016249179840088,0.260639488697052,0.10014123469591141,1.016249179840088,0.260639488697052,0,0,0,10.0001084,10.0000472,1.2230282176709326,19,986.1,1.649999976158142,,0,1.066,0.10099999999999998,0.9134532990574122,0,-0.06278237791839844,0.9603719187092632,0.3958419795111459,classic,0,0,0,none,0,0,0,1.5378205808612608,-0.06278237791839844,0.22006627709648843,0
sensor,1768474798742,69.61215736982246,0,-0.20087900757789612,0.8230181336402893,0.535855770111084,-0.20087900757789612,0.8230181336402893,0.535855770111084,0,0,0,10.0001468,10.0000634,1.5356764621647103,22,985.9,1.6829999685287476,,0,0.175,0.99,0.1502145922746781,0,-0.1182654732366715,0.909475117727987,0.553487313082921,classic,0,0,0,none,0,0,0,1.1453744166408928,-0.1182654732366715,0.12148204553823447,0
sensor,1768474800729,74.81394868604579,0,-0.10971636325120926,0.9074506163597107,0.5335155725479126,-0.10971636325120926,0.9074506163597107,0.5335155725479126,0,0,0,10.0001901,10.0000814,1.6478655297678708,14,985.8000000000001,1.6829999685287476,,0,0.175,0.9319999999999999,0.15808491418247514,0.058,-0.12343664180987751,0.9046849980045742,0.5437805718219867,classic,0,0,0,none,0,0,0,1.5156796027707191,-0.12343664180987751,0.017444205173769115,0
sensor,1768474802761,80.18727521225752,0,-0.2134215086698532,0.8743047118186951,0.5174091458320618,-0.2134215086698532,0.8743047118186951,0.5174091458320618,0,0,0,10.0002351,10.0000993,1.936949251844323,16,985.9,1.7000000476837158,,0,0,0.816,0,0.35,-0.1005872883242609,0.9494155607878001,0.36337150277086255,classic,0,0,0,none,0,0,0,2.196600774214153,-0.1005872883242609,0.20621586529685493,0
sensor,1768474804722,85.2625381431931,0,-0.16978275775909424,0.8215802907943726,0.4571439027786255,-0.16978275775909424,0.8215802907943726,0.4571439027786255,0,0,0,10.0002784,10.0001139,2.0338194921874946,21,985.4,1.7000000476837158,,0,0.913,0.2569999999999999,0.7803418803418805,0,-0.1155925465840143,0.9345222440169417,0.3830551160953461,classic,0,0,0,none,0,0,0,1.5700660501081467,-0.1155925465840143,0.14627039172848988,0
sensor,1768474806761,90.1693434491932,0,-0.2783825099468231,0.8591160774230957,0.49568915367126465,-0.2783825099468231,0.8591160774230957,0.49568915367126465,0,0,0,10.0003201,10.0001286,2.1388088383784116,19,985.5,1.7000000476837158,,0,0.186,0.98,0.1595197255574614,0,-0.12170618605561763,0.9237316642736655,0.3996663129085114,classic,0,0,0,none,0,0,0,1.603875987162603,-0.12170618605561763,0.19576855110856262,0
sensor,1768474808727,95.6130011704787,0,-0.2566625773906708,0.7863082885742188,0.4797815680503845,-0.2566625773906708,0.7863082885742188,0.4797815680503845,0,0,0,10.0003684,10.0001367,2.235646071744196,11,985.4,1.7000000476837158,,0,0.132,0.9840000000000001,0.11827956989247311,0.047,-0.12090843987990288,0.9157405826525162,0.4150499352637726,classic,0,0,0,none,0,0,0,1.9034448738676129,-0.12090843987990288,0.19942111846598426,0
sensor,1768474810784,100.92632375077378,0,-0.009896346367895603,1.0140007734298706,0.4209388792514801,-0.009896346367895603,1.0140007734298706,0.4209388792514801,0,0,0,10.0004134,10.0001530,2.3178918300363307,21,985.2,1.7000000476837158,,0,0.141,1.048,0.1185870479394449,0,-0.12571063163556018,0.9027121075264379,0.43227958362338814,classic,0,0,0,none,0,0,0,1.2333329545779024,-0.12571063163556018,0.16182692059657078,0
sensor,1768474812733,106.12857003134627,0,-0.24584849178791046,0.9054009318351746,0.4144075810909271,-0.24584849178791046,0.9054009318351746,0.4144075810909271,0,0,0,10.0004584,10.0001660,2.383023577915591,17,985.5,1.7000000476837158,,0,0.176,0.9440000000000001,0.1571428571428571,0.045,-0.08989420985163936,0.8860130182717196,0.5638911262206495,classic,0,0,0,none,0,0,0,1.8501973544131,-0.08989420985163936,0.21798380902627332,0
sensor,1768474814773,111.47017630680604,0,-0.19884465634822845,0.7870119214057922,0.5173020958900452,-0.19884465634822845,0.7870119214057922,0.5173020958900452,0,0,0,10.0005051,10.0001775,2.43242641250752,13,985.8000000000001,1.715999960899353,,0,0.465,0.32699999999999996,0.5871212121212122,0.381,-0.02789665499930402,0.9523730754658101,0.45348536473962225,classic,0,0,0,none,0,0,0,2.912841570963861,-0.02789665499930402,0.2474895658138251,0
