sampleType,timestamp,distance,power,accelX,accelY,accelZ,boatAccelX,boatAccelY,boatAccelZ,gyroX,gyroY,gyroZ,latitude,longitude,speed,gpsHeading,gpsAltitude,gpsAccuracy,spm,strokeCount,driveTime,recoveryTime,driveRatio,catchDuration,gravityX,gravityY,gravityZ,detectorMode,detectorAboveThreshold,detectorForcedStroke,detectorResumingFromGap,detectorRejectionReason,detectorPeakProminence,detectorTimeAboveThresholdMs,detectorTimeSinceLastStrokeMs,detectorSmoothedMagnitude,detectorGravityAlpha,detectorGravityShiftG,detectorConfidence
sensor,1768475084729,813.8933270003702,0,-0.1544870138168335,0.8087318539619446,0.47091004252433777,-0.1544870138168335,0.8087318539619446,0.47091004252433777,0,0,0,10.0067801,10.0005618,2.501369742202451,356,986.9,1.715999960899353,,0,0.174,0.9950000000000001,0.14884516680923865,0,-0.09488768053953689,0.8993827500430482,0.447390215373995,classic,0,0,0,none,0,0,0,1.9249431021885184,-0.09488768053953689,0.11156615368426094,0
sensor,1768475086748,818.5333150012876,0,-0.2374970018863678,0.8229110240936279,0.5098530650138855,-0.2374970018863678,0.8229110240936279,0.5098530650138855,0,0,0,10.0068218,10.0005602,2.50028607369682,356,986.8000000000001,1.7000000476837158,,0,0,1.148,0,0,-0.09844029051443531,0.8957854783724604,0.4520801228779645,classic,0,0,0,none,0,0,0,1.5474639252306497,-0.09844029051443531,0.16812832168996408,0
sensor,1768475088731,823.7149943230821,0,-0.12042339146137238,0.9563969373703003,0.3974904716014862,-0.12042339146137238,0.9563969373703003,0.3974904716014862,0,0,0,10.0068684,10.0005602,2.5025035418336476,3,986.7,1.7000000476837158,,0,0.341,0.835,0.28996598639455784,0,-0.1132226375434606,0.888753242331445,0.45746169570096284,classic,0,0,0,none,0,0,0,1.3826109836490528,-0.1132226375434606,0.09114235941116507,0
sensor,1768475090803,828.7187666731274,0,-0.08432543277740479,0.8834821581840515,0.5131263136863708,-0.08432543277740479,0.8834821581840515,0.5131263136863708,0,0,0,10.0069134,10.0005602,2.503538218166297,359,986.4,1.715999960899353,,0,0.556,0.44899999999999995,0.5532338308457713,0.16,-0.12224304905657704,0.885296665084496,0.46261474505756817,classic,0,0,0,none,0,0,0,1.0348603360018354,-0.12224304905657704,0.06350340647717057,0
sensor,1768475092753,833.9390621951644,0,-0.2071043699979782,0.764481246471405,0.6049007773399353,-0.2071043699979782,0.764481246471405,0.6049007773399353,0,0,0,10.0069601,10.0005554,2.4995445698796965,351,986.4,1.715999960899353,,0,0.175,0.952,0.15527950310559005,0,-0.08805301227645852,0.903384469412015,0.6058691370328754,classic,0,0,0,none,0,0,0,1.930272479697353,-0.08805301227645852,0.18386266202529825,0
sensor,1768475094740,839.5244940211958,0,0.012037750333547592,0.9711726903915405,0.34159982204437256,0.012037750333547592,0.9711726903915405,0.34159982204437256,0,0,0,10.0070101,10.0005505,2.4971256596052496,358,986.7,1.715999960899353,,0,0.972,0,1,0.194,-0.09126271064056553,0.9498596257122264,0.41865961746058017,classic,0,0,0,none,0,0,0,2.3276260666266015,-0.09126271064056553,0.13128353597110726,0
sensor,1768475096756,844.3529695038559,0,-0.15774500370025635,0.866243839263916,0.543916642665863,-0.15774500370025635,0.866243839263916,0.543916642665863,0,0,0,10.0070534,10.0005471,2.4990410157341527,355,986.9,1.7000000476837158,,0,1.046,0,1,0.129,-0.105049626446977,0.9371597566547163,0.430333719576166,classic,0,0,0,none,0,0,0,1.4651870396163895,-0.105049626446977,0.14462220951886434,0
sensor,1768475098727,849.3691854346539,0,-0.14561548829078674,0.8563628196716309,0.48498213291168213,-0.14561548829078674,0.8563628196716309,0.48498213291168213,0,0,0,10.0070984,10.0005439,2.5007333335465916,0,986.6,1.715999960899353,,0,0.29,0.7649999999999999,0.27488151658767773,0.109,-0.11356926250834698,0.9261928221088107,0.4381548940016041,classic,0,0,0,none,0,0,0,2.163030304666695,-0.11356926250834698,0.09042981369261954,0
sensor,1768475100819,854.4014835104374,0,-0.22056461870670319,0.8648213148117065,0.32437682151794434,-0.22056461870670319,0.8648213148117065,0.32437682151794434,0,0,0,10.0071434,10.0005390,2.513245304932367,353,986.9,1.7330000400543213,,0,0,0.933,0,0.234,-0.1138772392342556,0.9192973803176295,0.43935533178828085,classic,0,0,0,none,0,0,0,1.8632862899372273,-0.1138772392342556,0.16687623274243163,0
sensor,1768475102753,860.1502551647309,0,-0.1664176881313324,0.8651272654533386,0.5301504731178284,-0.1664176881313324,0.8651272654533386,0.5301504731178284,0,0,0,10.0071951,10.0005390,2.534178336964177,356,986.3000000000001,1.7330000400543213,,0,0.852,0.06700000000000006,0.927094668117519,0.24,-0.12545800147371858,0.9053382155256424,0.4507900803591931,classic,0,0,0,none,0,0,0,1.1482906421950516,-0.12545800147371858,0.09843444284140901,0
sensor,1768475104786,865.0180959580056,0,-0.18110160529613495,0.7929313778877258,0.40675970911979675,-0.18110160529613495,0.7929313778877258,0.40675970911979675,0,0,0,10.0072384,10.0005325,2.551231784180318,353,986.4,1.7330000400543213,,0,0.874,0.05699999999999994,0.9387755102040817,0.235,-0.12762325432791558,0.8994841475415865,0.45669259137253326,classic,0,0,0,none,0,0,0,1.5199827495740652,-0.12762325432791558,0.12990399561919078,0
sensor,1768475106744,870.4115009325301,0,-0.1958925873041153,0.8447380065917969,0.5545165538787842,-0.1958925873041153,0.8447380065917969,0.5545165538787842,0,0,0,10.0072868,10.0005293,2.563730857687879,358,985.4,1.715999960899353,,0,0.152,1.012,0.13058419243986255,0,-0.1107044661675345,0.8740906627350296,0.27378213174194144,classic,0,0,0,none,0,0,0,2.467691100523681,-0.1107044661675345,0.296321240883936,0
sensor,1768475108730,874.6741593125682,0,-0.021108126267790794,0.8250524401664734,0.3697440028190613,-0.021108126267790794,0.8250524401664734,0.3697440028190613,0,0,0,10.0073251,10.0005309,2.5753800308746633,357,985.3000000000001,1.715999960899353,,0,0.64,0.527,0.5484147386461011,0,-0.12104931579856681,0.8705720427540542,0.3093588595107085,classic,0,0,0,none,0,0,0,1.5249148680646523,-0.12104931579856681,0.12595591859409058,0
sensor,1768475110839,879.9162209198925,0,-0.15938164293766022,0.8870460987091064,0.36434462666511536,-0.15938164293766022,0.8870460987091064,0.36434462666511536,0,0,0,10.0073718,10.0005244,2.5763667919514877,353,985.7,1.7000000476837158,,0,1.167,0,1,0,-0.12956686461995526,0.8694640737844408,0.33418391080855686,classic,0,0,0,none,0,0,0,1.4628120317524784,-0.12956686461995526,0.04614058626340045,0
sensor,1768475112793,884.5971727529803,0,-0.21455340087413788,0.8186282515525818,0.5041477084159851,-0.21455340087413788,0.8186282515525818,0.5041477084159851,0,0,0,10.0074134,10.0005178,2.5697170551605755,351,985.8000000000001,1.7000000476837158,,0,0.156,0.901,0.14758751182592242,0.07,-0.13699815130319176,0.868971343673858,0.3570273725589009,classic,0,0,0,none,0,0,0,2.3142352880946984,-0.13699815130319176,0.17463634491818697,0
sensor,1768475114723,889.8377845974081,0,-0.16825318336486816,0.893470287322998,0.3315046429634094,-0.16825318336486816,0.893470287322998,0.3315046429634094,0,0,0,10.0074601,10.0005114,2.5610414461608104,352,985.7,1.7000000476837158,,0,0.156,0.9759999999999999,0.13780918727915195,0,-0.07767764132675258,0.9827029005119466,0.2798803883607507,classic,0,0,0,none,0,0,0,1.7441908987471697,-0.07767764132675258,0.1379173233733516,0
sensor,1768475116769,894.7357249873454,0,-0.11471807211637497,0.8975542187690735,0.5048666000366211,-0.11471807211637497,0.8975542187690735,0.5048666000366211,0,0,0,10.0075034,10.0005032,2.548681189508953,349,985.5,1.6829999685287476,,0,0.446,0.7190000000000001,0.3828326180257511,0,-0.09407207646276655,0.9598433844889152,0.31865250489124497,classic,0,0,0,none,0,0,0,2.5825176228502724,-0.09407207646276655,0.19843046301849654,0
sensor,1768475118734,899.8781611022225,0,-0.1481698602437973,1.0054351091384888,0.44694164395332336,-0.1481698602437973,1.0054351091384888,0.44694164395332336,0,0,0,10.0075468,10.0004869,2.532732175613348,345,985.7,1.6829999685287476,,0,0.034,1.132,0.029159519725557467,0,-0.09900917573288791,0.9448614850324081,0.3469266588002315,classic,0,0,0,none,0,0,0,2.5809507491472554,-0.09900917573288791,0.12747955993078092,0
sensor,1768475120762,904.3833828284469,0,-0.19792692363262177,0.835346519947052,0.6214202046394348,-0.19792692363262177,0.835346519947052,0.6214202046394348,0,0,0,10.0075868,10.0004804,2.521231123066455,338,986.7,1.6829999685287476,,0,0.044,0.973,0.043264503441494594,0.13,-0.10761763886777247,0.9337458834703207,0.36803004039279513,classic,0,0,0,none,0,0,0,2.5959668217529632,-0.10761763886777247,0.28787396443929586,0
sensor,1768475122737,909.5856357048066,0,-0.25777915120124817,0.7375607490539551,0.5123003125190735,-0.25777915120124817,0.7375607490539551,0.5123003125190735,0,0,0,10.0076318,10.0004674,2.5151122171151927,336,987.3000000000001,1.7000000476837158,,0,0.933,0.23199999999999998,0.8008583690987124,0,-0.026635528585863915,0.9355429701075428,0.5119168509954362,classic,0,0,0,none,0,0,0,2.445522810276069,-0.026635528585863915,0.30587206381600135,0
sensor,1768475124723,914.7760576282386,0,-0.184971421957016,0.9037796258926392,0.5067021250724792,-0.184971421957016,0.9037796258926392,0.5067021250724792,0,0,0,10.0076718,10.0004430,2.5126828931200245,331,987.4,1.7000000476837158,,0,0,1.165,0,0,-0.05065313113646555,0.9216741550832728,0.511915731223009,classic,0,0,0,none,0,0,0,1.4702499927527055,-0.05065313113646555,0.1362867400603452,0
sensor,1768475126759,919.2175891252814,0,-0.047217957675457,0.9108156561851501,0.5854139924049377,-0.047217957675457,0.9108156561851501,0.5854139924049377,0,0,0,10.0077068,10.0004234,2.5094023605586626,324,988,1.6829999685287476,,0,0.889,0,1,0.271,-0.06923203355664115,0.9123360390875798,0.5044570439387155,classic,0,0,0,none,0,0,0,2.0945238170707907,-0.06923203355664115,0.08433208053051935,0
sensor,1768475128725,924.8114211582796,0,-0.18610331416130066,0.8273009061813354,0.5086293816566467,-0.18610331416130066,0.8273009061813354,0.5086293816566467,0,0,0,10.0077468,10.0003925,2.506828434711597,327,988.6,1.6829999685287476,,0,0.681,0.23299999999999996,0.7450765864332605,0.233,-0.07933799251277021,0.9095967472262801,0.49517167707184406,classic,0,0,0,none,0,0,0,1.5035980066959866,-0.07933799251277021,0.13615234239479018,0
sensor,1768475130771,929.8843601168735,0,0.08993896842002869,1.0292046070098877,0.2854185700416565,0.08993896842002869,1.0292046070098877,0.2854185700416565,0,0,0,10.0077834,10.0003648,2.5042937327216688,320,988.8000000000001,1.6660000085830688,,0,0.278,0.8879999999999999,0.23842195540308753,0,-0.09374176303331908,0.9016045294691526,0.4928567051993986,classic,0,0,0,none,0,0,0,1.3081720416832596,-0.09374176303331908,0.3065754493796419,0
sensor,1768475132733,935.478198217993,0,-0.22321078181266785,0.843101441860199,0.5260665416717529,-0.22321078181266785,0.843101441860199,0.5260665416717529,0,0,0,10.0078234,10.0003338,2.499550238470385,323,989,1.6660000085830688,,0,0.36,0.809,0.30795551753635586,0,-0.10502256855382884,0.8953094190144936,0.49301751218268064,classic,0,0,0,none,0,0,0,1.3380509912295637,-0.10502256855382884,0.13403571001163836,0
sensor,1768475134724,940.4228156757308,0,-0.16294555366039276,0.8325014114379883,0.5941937565803528,-0.16294555366039276,0.8325014114379883,0.5941937565803528,0,0,0,10.0078618,10.0003110,2.4908277919974706,323,989.1,1.649999976158142,,0,0.115,0.8880000000000001,0.11465603190428714,0.174,-0.11285352137395005,0.8917752605707456,0.48933937470918204,classic,0,0,0,none,0,0,0,1.5801245496954461,-0.11285352137395005,0.13110491047343698,0
sensor,1768475136727,945.0998688483439,0,-0.2671707570552826,0.8285245895385742,0.46029484272003174,-0.2671707570552826,0.8285245895385742,0.46029484272003174,0,0,0,10.0078951,10.0002850,2.4800836966148614,319,988.5,1.6330000162124634,,0,0.2,0.966,0.17152658662092626,0,-0.11576939515260509,0.8892259628009581,0.4874155679284212,classic,0,0,0,none,0,0,0,2.3522701634224044,-0.11576939515260509,0.16618680126769014,0
sensor,1768475138752,950.1217036722499,0,-0.04986412450671196,0.8725762963294983,0.48905083537101746,-0.04986412450671196,0.8725762963294983,0.48905083537101746,0,0,0,10.0079284,10.0002540,2.471134003873804,320,988.2,1.6160000562667847,,0,0.176,0.951,0.1561668145519077,0.057,-0.12493353305375172,0.8853185424925659,0.49594472912121595,classic,0,0,0,none,0,0,0,1.3795404020951714,-0.12493353305375172,0.07683879953535253,0
sensor,1768475140737,954.3732584596114,0,-0.1842678189277649,0.8639035820960999,0.5092412233352661,-0.1842678189277649,0.8639035820960999,0.5092412233352661,0,0,0,10.0079568,10.0002280,2.4561504546408512,318,988.1,1.600000023841858,,0,0.679,0.46599999999999997,0.5930131004366812,0,-0.17321775154043287,0.7314319168925348,0.46454672426333415,classic,0,0,0,none,0,0,0,1.3655918502425302,-0.17321775154043287,0.14094897584205918,0
sensor,1768475142757,959.1328217347101,0,0.06057114526629448,1.0141078233718872,0.40054965019226074,0.06057114526629448,1.0141078233718872,0.40054965019226074,0,0,0,10.0079884,10.0001987,2.4396456666766904,319,988.1,1.600000023841858,,0,0.235,0.874,0.21190261496844004,0.058,-0.16191922326397024,0.7532021527889109,0.4707085207098396,classic,0,0,0,none,0,0,0,2.9122252996587044,-0.16191922326397024,0.3517530511281216,0
sensor,1768475144736,963.9317807869403,0,-0.20935283601284027,0.7923195362091064,0.47233259677886963,-0.20935283601284027,0.7923195362091064,0.47233259677886963,0,0,0,10.0080218,10.0001709,2.420297419923775,316,988.6,1.600000023841858,,0,0.233,0.8949999999999999,0.2065602836879433,0.058,-0.16200338422635485,0.767658568959317,0.4789560463699384,classic,0,0,0,none,0,0,0,0.9225873765841278,-0.16200338422635485,0.05406627896208849,0
sensor,1768475146732,968.175080907937,0,-0.25218093395233154,0.8845987915992737,0.44735461473464966,-0.25218093395233154,0.8845987915992737,0.44735461473464966,0,0,0,10.0080501,10.0001449,2.395336937522202,314,988.7,1.6160000562667847,,0,1.18,0,1,0,-0.07132293387704457,0.8322699658706396,0.29589427365107945,classic,0,0,0,none,0,0,0,3.017667647660656,-0.07132293387704457,0.2428506684674622,0
sensor,1768475148740,972.7031357038977,0,-0.19303229451179504,0.8486078977584839,0.5953103303909302,-0.19303229451179504,0.8486078977584839,0.5953103303909302,0,0,0,10.0080751,10.0001123,2.361160908727203,313,988.9,1.6330000162124634,,0,0,1.167,0,0,-0.08177812774599415,0.8392762015294769,0.3240354778891143,classic,0,0,0,none,0,0,0,2.300896505414767,-0.08177812774599415,0.2948247942913746,0
sensor,1768475150761,977.0759354801221,0,-0.12072930485010147,0.8799182176589966,0.3013261556625366,-0.12072930485010147,0.8799182176589966,0.3013261556625366,0,0,0,10.0081018,10.0000830,2.3288365953200576,311,988.6,1.649999976158142,,0,0.88,0.30300000000000005,0.7438715131022823,0,-0.09616369686453581,0.8398417455554179,0.35565616567931707,classic,0,0,0,none,0,0,0,1.5013716374888586,-0.09616369686453581,0.0722035028582216,0
sensor,1768475152726,981.3226619740187,0,-0.20874100923538208,0.8423824310302734,0.4969128370285034,-0.20874100923538208,0.8423824310302734,0.4969128370285034,0,0,0,10.0081268,10.0000536,2.2947524900225678,309,988.2,1.649999976158142,,0,0.589,0.583,0.5025597269624573,0,-0.02848800847038197,0.8798155265647672,0.48388800197671444,classic,0,0,0,none,0,0,0,1.5551888160974194,-0.02848800847038197,0.18548643971162418,0
sensor,1768475154744,986.230752732018,0,-0.2836901545524597,0.8143454194068909,0.558707594871521,-0.2836901545524597,0.8143454194068909,0.558707594871521,0,0,0,10.0081534,10.0000179,2.2636315354384346,308,988.7,1.6660000085830688,,0,0.174,0.5050000000000001,0.25625920471281294,0.468,-0.04620882571107178,0.8776582896872567,0.48098502087364703,classic,0,0,0,none,0,0,0,2.080841836496592,-0.04620882571107178,0.2590679129706851,0
sensor,1768475156729,991.6361163578555,0,0.028648927807807922,0.819347083568573,0.3443530797958374,0.028648927807807922,0.819347083568573,0.3443530797958374,0,0,0,10.0081868,9.9999820,2.2456156198986816,310,988.4,1.6660000085830688,,0,0.249,0.875,0.22153024911032027,0.059,-0.017810125625427983,0.8638840043292425,0.3421401130824055,classic,0,0,0,none,0,0,0,2.164545327781452,-0.017810125625427983,0.06471985833230134,0
sensor,1768475158740,996.2659024958396,0,-0.08738458156585693,0.8273926973342896,0.5736975073814392,-0.08738458156585693,0.8273926973342896,0.5736975073814392,0,0,0,10.0082168,9.9999527,2.2433592375312097,310,988.7,1.6829999685287476,,0,0.144,1.0210000000000001,0.12360515021459226,0,-0.03738930033777176,0.8602932720548905,0.3707930106638794,classic,0,0,0,none,0,0,0,1.6864281355419675,-0.03738930033777176,0.21261023444400798,0
sensor,1768475160750,1000.7666489010699,0,-0.11543697863817215,0.9469136595726013,0.521783709526062,-0.11543697863817215,0.9469136595726013,0.521783709526062,0,0,0,10.0082434,9.9999217,2.248179874443083,310,988.4,1.6829999685287476,,0,0.117,0.8740000000000001,0.11806256306760847,0.174,-0.08439504458073728,0.8488509261241574,0.374406545881496,classic,0,0,0,none,0,0,0,2.2956927015592643,-0.08439504458073728,0.18062493673028054,0
sensor,1768475162770,1005.6479503741749,0,-0.1839619129896164,0.8822584748268127,0.4964998662471771,-0.1839619129896164,0.8822584748268127,0.4964998662471771,0,0,0,10.0082734,9.9998892,2.259171961685172,310,988.5,1.6829999685287476,,0,0.29,0.9319999999999999,0.23731587561374795,0,-0.08377219275904411,0.8513081735597542,0.39675407424113485,classic,0,0,0,none,0,0,0,1.6551759371923787,-0.08377219275904411,0.14545156195845518,0
sensor,1768475164753,1011.1930638040607,0,-0.13949717581272125,0.8983649611473083,0.44224584102630615,-0.13949717581272125,0.8983649611473083,0.44224584102630615,0,0,0,10.0083051,9.9998501,2.2896276171968575,314,988.4,1.6660000085830688,,0,0.047,1.119,0.04030874785591767,0,-0.1030330481143227,0.8516937115711071,0.4100573746479179,classic,0,0,0,none,0,0,0,1.1206050646666526,-0.1030330481143227,0.06774745714899272,0
sensor,1768475166730,1016.0938509477684,0,-0.41757380962371826,0.7806947231292725,0.23024682700634003,-0.41757380962371826,0.7806947231292725,0.23024682700634003,0,0,0,10.0083384,9.9998208,2.317705595681588,315,988.4,1.649999976158142,,0,1.166,0,1,0,-0.11353076326146051,0.8528561604656036,0.416362579058993,classic,0,0,0,none,0,0,0,2.595566442001794,-0.11353076326146051,0.3655426016805768,0
sensor,1768475168782,1020.975156524674,0,-0.2731819748878479,0.7997685670852661,0.5510597825050354,-0.2731819748878479,0.7997685670852661,0.5510597825050354,0,0,0,10.0083684,9.9997882,2.3412786178060325,307,988.2,1.649999976158142,,0,0.407,0.4149999999999999,0.49513381995133826,0.36,-0.12079797648954556,0.8576655401378327,0.4214610152081285,classic,0,0,0,none,0,0,0,1.551495238724169,-0.12079797648954556,0.20929822084827318,0
sensor,1768475170740,1026.1296470732818,0,0.06791310012340546,1.0333805084228516,0.05272442847490311,0.06791310012340546,1.0333805084228516,0.05272442847490311,0,0,0,10.0084018,9.9997556,2.3677920796105854,316,988,1.6330000162124634,,0,0.549,0.6389999999999999,0.46212121212121215,0,-0.1262763619005429,0.8600665182040585,0.4316822866181308,classic,0,0,0,none,0,0,0,1.983885234328222,-0.1262763619005429,0.46204530744274247,0
sensor,1768475172762,1031.010956163216,0,-0.23310711979866028,0.8724692463874817,0.5351521968841553,-0.23310711979866028,0.8724692463874817,0.5351521968841553,0,0,0,10.0084318,9.9997231,2.397051213741491,316,988.4,1.6160000562667847,,0,1.166,0,1,0,-0.13541052623431035,0.8582365414357913,0.4442829072087578,classic,0,0,0,none,0,0,0,1.1625870069641417,-0.13541052623431035,0.13485483195572368,0
sensor,1768475174744,1036.0155314855715,0,-0.02886306680738926,0.9231440424919128,0.4739692211151123,-0.02886306680738926,0.9231440424919128,0.4739692211151123,0,0,0,10.0084634,9.9996905,2.4183217896811993,318,988.1,1.6160000562667847,,0,0.239,0.869,0.21570397111913356,0.06,-0.1396286850884188,0.8616633364391151,0.447821720112212,classic,0,0,0,none,0,0,0,1.5179215393555148,-0.1396286850884188,0.13000454028246142,0
sensor,1768475176730,1040.6502723741737,0,-0.21016351878643036,0.8686911463737488,0.41206735372543335,-0.21016351878643036,0.8686911463737488,0.41206735372543335,0,0,0,10.0084918,9.9996595,2.430757776438874,314,987.9,1.6330000162124634,,0,0.117,1.084,0.0974188176519567,0,-0.003502948495637587,0.9401846988858027,0.2650154160141192,classic,0,0,0,none,0,0,0,2.5098068133803126,-0.003502948495637587,0.2648468933566055,0
sensor,1768475178799,1045.917113690646,0,-0.136636883020401,0.8048620820045471,0.00010707020555855706,-0.136636883020401,0.8048620820045471,0.00010707020555855706,0,0,0,10.0085251,9.9996253,2.444024236431028,315,987.8000000000001,1.6330000162124634,,0,0.7,0.4670000000000001,0.5998286203941731,0,-0.10595423098375517,0.8392820056581393,0.37404800568476454,classic,0,0,0,none,0,0,0,1.895592797067245,-0.10595423098375517,0.3786664463300219,0
sensor,1768475180731,1050.9295069975472,0,-0.18741874396800995,0.7897651195526123,0.5491172075271606,-0.18741874396800995,0.7897651195526123,0.5491172075271606,0,0,0,10.0085568,9.9995928,2.447043268336386,317,987.4,1.6160000562667847,,0,0.156,0.917,0.14538676607642126,0.074,-0.11723278572072562,0.8416706673747596,0.3944229248371643,classic,0,0,0,none,0,0,0,1.5994034302831603,-0.11723278572072562,0.17851740433835858,0
sensor,1768475182732,1056.008844270419,0,-0.12236595153808594,0.9728093147277832,0.5456450581550598,-0.12236595153808594,0.9728093147277832,0.5456450581550598,0,0,0,10.0085934,9.9995650,2.445263787303043,318,987,1.600000023841858,,0,0.349,0.701,0.3323809523809524,0.116,-0.12091944982049584,0.8451202359184758,0.4101501487670586,classic,0,0,0,none,0,0,0,1.8938175130408132,-0.12091944982049584,0.18712224793644186,0
sensor,1768475184755,1061.0316816377085,0,-0.20893985033035278,0.8233239650726318,0.5304563641548157,-0.20893985033035278,0.8233239650726318,0.5304563641548157,0,0,0,10.0086268,9.9995342,2.4412849165494697,318,987,1.6160000562667847,,0,0.117,1.05,0.10025706940874037,0,-0.11813954808611875,0.8498558217823812,0.42257888970004603,classic,0,0,0,none,0,0,0,1.6792395837482195,-0.11813954808611875,0.14419986117356737,0
sensor,1768475186740,1066.1110191317946,0,-0.01876787655055523,0.8540072441101074,0.6274313926696777,-0.01876787655055523,0.8540072441101074,0.6274313926696777,0,0,0,10.0086634,9.9995064,2.4420508969851698,315,987.3000000000001,1.6160000562667847,,0,1.05,0.11799999999999988,0.8989726027397261,0,-0.12776694189148635,0.8525138044016634,0.43278527797449234,classic,0,0,0,none,0,0,0,1.401865404158663,-0.12776694189148635,0.22421328181177208,0
sensor,1768475188727,1071.3033589026961,0,-0.0530303455889225,0.8653261065483093,0.27654704451560974,-0.0530303455889225,0.8653261065483093,0.27654704451560974,0,0,0,10.0087001,9.9994771,2.4414276751704067,318,987.4,1.6330000162124634,,0,0.701,0.2920000000000001,0.7059415911379656,0.174,-0.1270206656190247,0.8536455094023192,0.4438564106674297,classic,0,0,0,none,0,0,0,1.730365141672799,-0.1270206656190247,0.1842335454050413,0
sensor,1768475190741,1076.053484692515,0,-0.2772659361362457,0.7840598225593567,0.5761447548866272,-0.2772659361362457,0.7840598225593567,0.5761447548866272,0,0,0,10.0087301,9.9994462,2.4426106596967423,313,987.5,1.6160000562667847,,0,0.699,0.291,0.706060606060606,0.176,-0.12996558147944628,0.8552124467396859,0.44920584640688477,classic,0,0,0,none,0,0,0,1.3440995057210563,-0.12996558147944628,0.20809985524886024,0
sensor,1768475192761,1081.2162869891936,0,-0.10788087546825409,0.9162150621414185,0.19414886832237244,-0.10788087546825409,0.9162150621414185,0.19414886832237244,0,0,0,10.0087651,9.9994152,2.4473886732831263,317,988.2,1.6160000562667847,,0,0.698,0.44700000000000006,0.6096069868995633,0,-0.057071977869190584,0.9309065211888872,0.32669021321051356,classic,0,0,0,none,0,0,0,1.5419920892552514,-0.057071977869190584,0.1434216672998792,0
sensor,1768475194743,1086.261418146291,0,-0.22770772874355316,0.8631846904754639,0.4628491997718811,-0.22770772874355316,0.8631846904754639,0.4628491997718811,0,0,0,10.0088001,9.9993859,2.463692730030018,317,988.2,1.600000023841858,,0,0.212,0.954,0.18181818181818182,0,-0.07937565375525879,0.9183527356238095,0.3543951796434029,classic,0,0,0,none,0,0,0,2.2208783886491554,-0.07937565375525879,0.19281870555954234,0
sensor,1768475196726,1091.0292106864338,0,-0.22443445026874542,0.8388186097145081,0.37627527117729187,-0.22443445026874542,0.8388186097145081,0.37627527117729187,0,0,0,10.0088318,9.9993566,2.473692711817142,319,988.4,1.600000023841858,,0,0,1.13,0,0.036,-0.07289816510749185,0.9393516799145227,0.5324899344199036,classic,0,0,0,none,0,0,0,2.711291670344431,-0.07289816510749185,0.24094031624101406,0
sensor,1768475198767,1096.935672596173,0,-0.2734878957271576,0.7907899618148804,0.5516716241836548,-0.2734878957271576,0.7907899618148804,0.5516716241836548,0,0,0,10.0088684,9.9993175,2.4845506467032297,320,988.3000000000001,1.6160000562667847,,0,0.527,0.6209999999999999,0.4590592334494774,0,-0.08743738061471698,0.9283781935001695,0.5196249752072564,classic,0,0,0,none,0,0,0,1.8259489243359768,-0.08743738061471698,0.23478106140999513,0
sensor,1768475200748,1102.3891317038147,0,-0.10492879897356033,0.7880367040634155,-0.131038635969162,-0.10492879897356033,0.7880367040634155,-0.131038635969162,0,0,0,10.0089068,9.9992865,2.5002324036791794,320,988.6,1.6660000085830688,,0,0.292,0.733,0.28487804878048784,0.118,-0.0989842309034503,0.8796390320447973,0.3217979027552947,classic,0,0,0,none,0,0,0,1.8308554914961477,-0.0989842309034503,0.660066872284884,0
sensor,1768475202753,1107.1432694435823,0,-0.15275859832763672,0.8363713026046753,0.5194434523582458,-0.15275859832763672,0.8363713026046753,0.5194434523582458,0,0,0,10.0089351,9.9992540,2.5151079368339784,315,987.9,1.6829999685287476,,0,0.176,0.6990000000000001,0.20114285714285712,0.292,-0.11357039585108826,0.8762686845599241,0.34971020661202495,classic,0,0,0,none,0,0,0,1.7221821858531117,-0.11357039585108826,0.17960699111551096,0
sensor,1768475204733,1112.5446843783923,0,-0.0775953084230423,0.864515483379364,0.5428000092506409,-0.0775953084230423,0.864515483379364,0.5428000092506409,0,0,0,10.0089701,9.9992198,2.52762338790255,321,987.8000000000001,1.7000000476837158,,0,0.467,0.6409999999999998,0.4214801444043322,0.058,-0.12060765974395866,0.8755704383159819,0.37181113144477246,classic,0,0,0,none,0,0,0,2.432856206191566,-0.12060765974395866,0.17754977287666157,0
sensor,1768475206755,1117.8115392149753,0,-0.1362391859292984,0.8396292924880981,0.4568379521369934,-0.1362391859292984,0.8396292924880981,0.4568379521369934,0,0,0,10.0090034,9.9991856,2.5416199239015933,315,987.6,1.6660000085830688,,0,0.097,0.855,0.10189075630252102,0.195,-0.12177860410294487,0.8773011052413446,0.3817794856211739,classic,0,0,0,none,0,0,0,1.8545184678938869,-0.12177860410294487,0.08564587601844244,0
sensor,1768475208737,1122.7036875231222,0,-0.24044908583164215,0.7955775260925293,0.4498019516468048,-0.24044908583164215,0.7955775260925293,0.4498019516468048,0,0,0,10.0090351,9.9991546,2.5578923499626676,314,987.7,1.649999976158142,,0,1.107,0.05800000000000005,0.9502145922746781,0,-0.1299633984158835,0.8723167603242469,0.4029285993752589,classic,0,0,0,none,0,0,0,1.264995832735383,-0.1299633984158835,0.14316973012591822,0
